IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
SDGHIV,New HIV infections (per 1000 uninfected population),text,AMR,Americas,Country,USA,United States of America,Year,2021,true,Sex,Female,FMLE,,,,,,,,,,,,,,,,No data,827,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,AMR,Americas,Country,USA,United States of America,Year,2021,true,Sex,Male,MLE,,,,,,,,,,,,,,,,No data,827,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,AMR,Americas,Country,VEN,Venezuela (Bolivarian Republic of),Year,2021,true,Sex,Both sexes,BTSX,,,,,,,,,,,,,,,,No data,827,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,AMR,Americas,Country,VEN,Venezuela (Bolivarian Republic of),Year,2021,true,Sex,Female,FMLE,,,,,,,,,,,,,,,,No data,827,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,AMR,Americas,Country,VEN,Venezuela (Bolivarian Republic of),Year,2021,true,Sex,Male,MLE,,,,,,,,,,,,,,,,No data,827,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,WPR,Western Pacific,Country,AUS,Australia,Year,2020,false,Sex,Female,FMLE,,,,,,,,,<,0.01,,<,0.01,<,0.01,<0.01 [<0.01 – <0.01],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2020,false,Sex,Both sexes,BTSX,,,,,,,,,<,0.01,,<,0.01,<,0.01,<0.01 [<0.01 – <0.01],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2020,false,Sex,Female,FMLE,,,,,,,,,<,0.01,,<,0.01,<,0.01,<0.01 [<0.01 – <0.01],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2020,false,Sex,Male,MLE,,,,,,,,,<,0.01,,<,0.01,<,0.01,<0.01 [<0.01 – <0.01],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,HRV,Croatia,Year,2020,false,Sex,Female,FMLE,,,,,,,,,<,0.01,,<,0.01,<,0.01,<0.01 [<0.01 – <0.01],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EMR,Eastern Mediterranean,Country,LBN,Lebanon,Year,2020,false,Sex,Female,FMLE,,,,,,,,,<,0.01,,<,0.01,<,0.01,<0.01 [<0.01 – <0.01],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,WPR,Western Pacific,Country,MNG,Mongolia,Year,2020,false,Sex,Female,FMLE,,,,,,,,,<,0.01,,<,0.01,<,0.01,<0.01 [<0.01 – <0.01],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,NLD,Netherlands,Year,2020,false,Sex,Female,FMLE,,,,,,,,,<,0.01,,<,0.01,<,0.01,<0.01 [<0.01 – <0.01],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,SRB,Serbia,Year,2020,false,Sex,Female,FMLE,,,,,,,,,<,0.01,,<,0.01,<,0.01,<0.01 [<0.01 – <0.01],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,WPR,Western Pacific,Country,SGP,Singapore,Year,2020,false,Sex,Female,FMLE,,,,,,,,,<,0.01,,<,0.01,<,0.01,<0.01 [<0.01 – <0.01],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,SVK,Slovakia,Year,2020,false,Sex,Female,FMLE,,,,,,,,,<,0.01,,<,0.01,<,0.01,<0.01 [<0.01 – <0.01],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,SVN,Slovenia,Year,2020,false,Sex,Both sexes,BTSX,,,,,,,,,<,0.01,,<,0.01,<,0.01,<0.01 [<0.01 – <0.01],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,SVN,Slovenia,Year,2020,false,Sex,Female,FMLE,,,,,,,,,<,0.01,,<,0.01,<,0.01,<0.01 [<0.01 – <0.01],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,SEAR,South-East Asia,Country,LKA,Sri Lanka,Year,2020,false,Sex,Both sexes,BTSX,,,,,,,,,<,0.01,,<,0.01,<,0.01,<0.01 [<0.01 – <0.01],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,SEAR,South-East Asia,Country,LKA,Sri Lanka,Year,2020,false,Sex,Female,FMLE,,,,,,,,,<,0.01,,<,0.01,<,0.01,<0.01 [<0.01 – <0.01],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2020,false,Sex,Female,FMLE,,,,,,,,,<,0.01,,<,0.01,,0.01,<0.01 [<0.01 – 0.01],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,DEU,Germany,Year,2020,false,Sex,Female,FMLE,,,,,,,,,<,0.01,,<,0.01,,0.01,<0.01 [<0.01 – 0.01],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,MNE,Montenegro,Year,2020,false,Sex,Female,FMLE,,,,,,,,,<,0.01,,<,0.01,,0.01,<0.01 [<0.01 – 0.01],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,WPR,Western Pacific,Country,NZL,New Zealand,Year,2020,false,Sex,Female,FMLE,,,,,,,,,<,0.01,,<,0.01,,0.01,<0.01 [<0.01 – 0.01],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,NOR,Norway,Year,2020,false,Sex,Female,FMLE,,,,,,,,,<,0.01,,<,0.01,,0.01,<0.01 [<0.01 – 0.01],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,AFR,Africa,Country,COM,Comoros,Year,2020,false,Sex,Both sexes,BTSX,,,,,,,,,<,0.01,,<,0.01,,0.02,<0.01 [<0.01 – 0.02],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,AFR,Africa,Country,COM,Comoros,Year,2020,false,Sex,Female,FMLE,,,,,,,,,<,0.01,,<,0.01,,0.02,<0.01 [<0.01 – 0.02],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,AFR,Africa,Country,COM,Comoros,Year,2020,false,Sex,Male,MLE,,,,,,,,,<,0.01,,<,0.01,,0.02,<0.01 [<0.01 – 0.02],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,DNK,Denmark,Year,2020,false,Sex,Female,FMLE,,,,,,,,,<,0.01,,<,0.01,,0.02,<0.01 [<0.01 – 0.02],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,NLD,Netherlands,Year,2020,false,Sex,Both sexes,BTSX,,,,,,,,,<,0.01,,<,0.01,,0.02,<0.01 [<0.01 – 0.02],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,SEAR,South-East Asia,Country,LKA,Sri Lanka,Year,2020,false,Sex,Male,MLE,,,,,,,,,,0.01,,<,0.01,,0.01,0.01 [<0.01 – 0.01],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,ALB,Albania,Year,2020,false,Sex,Female,FMLE,,,,,,,,,,0.01,,<,0.01,,0.02,0.01 [<0.01 – 0.02],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,ISL,Iceland,Year,2020,false,Sex,Female,FMLE,,,,,,,,,,0.01,,<,0.01,,0.02,0.01 [<0.01 – 0.02],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,SVN,Slovenia,Year,2020,false,Sex,Male,MLE,,,,,,,,,,0.01,,<,0.01,,0.02,0.01 [<0.01 – 0.02],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,WPR,Western Pacific,Country,MNG,Mongolia,Year,2020,false,Sex,Both sexes,BTSX,,,,,,,,,,0.01,,,0.01,,0.02,0.01 [0.01 – 0.02],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,NLD,Netherlands,Year,2020,false,Sex,Male,MLE,,,,,,,,,,0.02,,<,0.01,,0.02,0.02 [<0.01 – 0.02],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EMR,Eastern Mediterranean,Country,IRN,Iran (Islamic Republic of),Year,2020,false,Sex,Female,FMLE,,,,,,,,,,0.02,,<,0.01,,0.1,0.02 [<0.01 – 0.1],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2020,false,Sex,Female,FMLE,,,,,,,,,,0.02,,<,0.01,,0.11,0.02 [<0.01 – 0.11],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,BGR,Bulgaria,Year,2020,false,Sex,Female,FMLE,,,,,,,,,,0.02,,,0.01,,0.02,0.02 [0.01 – 0.02],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,CYP,Cyprus,Year,2020,false,Sex,Female,FMLE,,,,,,,,,,0.02,,,0.01,,0.02,0.02 [0.01 – 0.02],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,GRC,Greece,Year,2020,false,Sex,Female,FMLE,,,,,,,,,,0.02,,,0.01,,0.02,0.02 [0.01 – 0.02],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,ITA,Italy,Year,2020,false,Sex,Female,FMLE,,,,,,,,,,0.02,,,0.01,,0.02,0.02 [0.01 – 0.02],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,NOR,Norway,Year,2020,false,Sex,Both sexes,BTSX,,,,,,,,,,0.02,,,0.01,,0.02,0.02 [0.01 – 0.02],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,ROU,Romania,Year,2020,false,Sex,Female,FMLE,,,,,,,,,,0.02,,,0.01,,0.02,0.02 [0.01 – 0.02],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,SVK,Slovakia,Year,2020,false,Sex,Both sexes,BTSX,,,,,,,,,,0.02,,,0.01,,0.02,0.02 [0.01 – 0.02],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,HRV,Croatia,Year,2020,false,Sex,Both sexes,BTSX,,,,,,,,,,0.02,,,0.01,,0.03,0.02 [0.01 – 0.03],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,DNK,Denmark,Year,2020,false,Sex,Both sexes,BTSX,,,,,,,,,,0.02,,,0.01,,0.03,0.02 [0.01 – 0.03],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,WPR,Western Pacific,Country,SGP,Singapore,Year,2020,false,Sex,Both sexes,BTSX,,,,,,,,,,0.02,,,0.01,,0.03,0.02 [0.01 – 0.03],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,AZE,Azerbaijan,Year,2020,false,Sex,Female,FMLE,,,,,,,,,,0.02,,,0.01,,0.04,0.02 [0.01 – 0.04],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,SRB,Serbia,Year,2020,false,Sex,Both sexes,BTSX,,,,,,,,,,0.02,,,0.01,,0.04,0.02 [0.01 – 0.04],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,WPR,Western Pacific,Country,AUS,Australia,Year,2020,false,Sex,Both sexes,BTSX,,,,,,,,,,0.02,,,0.02,,0.02,0.02 [0.02 – 0.02],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,WPR,Western Pacific,Country,MNG,Mongolia,Year,2020,false,Sex,Male,MLE,,,,,,,,,,0.02,,,0.02,,0.03,0.02 [0.02 – 0.03],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EMR,Eastern Mediterranean,Country,MAR,Morocco,Year,2020,false,Sex,Both sexes,BTSX,,,,,,,,,,0.02,,,0.02,,0.03,0.02 [0.02 – 0.03],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EMR,Eastern Mediterranean,Country,MAR,Morocco,Year,2020,false,Sex,Female,FMLE,,,,,,,,,,0.02,,,0.02,,0.03,0.02 [0.02 – 0.03],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,WPR,Western Pacific,Country,NZL,New Zealand,Year,2020,false,Sex,Both sexes,BTSX,,,,,,,,,,0.02,,,0.02,,0.03,0.02 [0.02 – 0.03],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,NOR,Norway,Year,2020,false,Sex,Male,MLE,,,,,,,,,,0.02,,,0.02,,0.03,0.02 [0.02 – 0.03],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,ESP,Spain,Year,2020,false,Sex,Female,FMLE,,,,,,,,,,0.02,,,0.02,,0.03,0.02 [0.02 – 0.03],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EMR,Eastern Mediterranean,Country,YEM,Yemen,Year,2020,false,Sex,Female,FMLE,,,,,,,,,,0.02,,,0.02,,0.03,0.02 [0.02 – 0.03],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2020,false,Sex,Both sexes,BTSX,,,,,,,,,,0.03,,<,0.01,,0.17,0.03 [<0.01 – 0.17],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EMR,Eastern Mediterranean,Country,IRN,Iran (Islamic Republic of),Year,2020,false,Sex,Both sexes,BTSX,,,,,,,,,,0.03,,,0.01,,0.16,0.03 [0.01 – 0.16],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,ALB,Albania,Year,2020,false,Sex,Both sexes,BTSX,,,,,,,,,,0.03,,,0.02,,0.03,0.03 [0.02 – 0.03],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,BGR,Bulgaria,Year,2020,false,Sex,Both sexes,BTSX,,,,,,,,,,0.03,,,0.02,,0.03,0.03 [0.02 – 0.03],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,AMR,Americas,Country,HND,Honduras,Year,2020,false,Sex,Female,FMLE,,,,,,,,,,0.03,,,0.02,,0.03,0.03 [0.02 – 0.03],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EMR,Eastern Mediterranean,Country,MAR,Morocco,Year,2020,false,Sex,Male,MLE,,,,,,,,,,0.03,,,0.02,,0.03,0.03 [0.02 – 0.03],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,WPR,Western Pacific,Country,PHL,Philippines,Year,2020,false,Sex,Female,FMLE,,,,,,,,,,0.03,,,0.02,,0.03,0.03 [0.02 – 0.03],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2020,false,Sex,Female,FMLE,,,,,,,,,,0.03,,,0.02,,0.03,0.03 [0.02 – 0.03],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,AZE,Azerbaijan,Year,2020,false,Sex,Both sexes,BTSX,,,,,,,,,,0.03,,,0.02,,0.04,0.03 [0.02 – 0.04],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,DEU,Germany,Year,2020,false,Sex,Both sexes,BTSX,,,,,,,,,,0.03,,,0.02,,0.04,0.03 [0.02 – 0.04],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,ITA,Italy,Year,2020,false,Sex,Both sexes,BTSX,,,,,,,,,,0.03,,,0.02,,0.04,0.03 [0.02 – 0.04],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,MNE,Montenegro,Year,2020,false,Sex,Both sexes,BTSX,,,,,,,,,,0.03,,,0.02,,0.05,0.03 [0.02 – 0.05],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,SVK,Slovakia,Year,2020,false,Sex,Male,MLE,,,,,,,,,,0.03,,,0.02,,0.05,0.03 [0.02 – 0.05],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,DNK,Denmark,Year,2020,false,Sex,Male,MLE,,,,,,,,,,0.03,,,0.02,,0.06,0.03 [0.02 – 0.06],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EMR,Eastern Mediterranean,Country,TUN,Tunisia,Year,2020,false,Sex,Female,FMLE,,,,,,,,,,0.03,,,0.02,,0.06,0.03 [0.02 – 0.06],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EMR,Eastern Mediterranean,Country,LBN,Lebanon,Year,2020,false,Sex,Both sexes,BTSX,,,,,,,,,,0.03,,,0.03,,0.04,0.03 [0.03 – 0.04],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,LTU,Lithuania,Year,2020,false,Sex,Female,FMLE,,,,,,,,,,0.03,,,0.03,,0.04,0.03 [0.03 – 0.04],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EMR,Eastern Mediterranean,Country,OMN,Oman,Year,2020,false,Sex,Female,FMLE,,,,,,,,,,0.03,,,0.03,,0.04,0.03 [0.03 – 0.04],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,ALB,Albania,Year,2020,false,Sex,Male,MLE,,,,,,,,,,0.04,,,0.02,,0.05,0.04 [0.02 – 0.05],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,WPR,Western Pacific,Country,SGP,Singapore,Year,2020,false,Sex,Male,MLE,,,,,,,,,,0.04,,,0.02,,0.05,0.04 [0.02 – 0.05],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,AZE,Azerbaijan,Year,2020,false,Sex,Male,MLE,,,,,,,,,,0.04,,,0.02,,0.06,0.04 [0.02 – 0.06],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,ISL,Iceland,Year,2020,false,Sex,Both sexes,BTSX,,,,,,,,,,0.04,,,0.02,,0.06,0.04 [0.02 – 0.06],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EMR,Eastern Mediterranean,Country,TUN,Tunisia,Year,2020,false,Sex,Both sexes,BTSX,,,,,,,,,,0.04,,,0.02,,0.06,0.04 [0.02 – 0.06],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,SRB,Serbia,Year,2020,false,Sex,Male,MLE,,,,,,,,,,0.04,,,0.02,,0.07,0.04 [0.02 – 0.07],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EMR,Eastern Mediterranean,Country,TUN,Tunisia,Year,2020,false,Sex,Male,MLE,,,,,,,,,,0.04,,,0.02,,0.07,0.04 [0.02 – 0.07],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EMR,Eastern Mediterranean,Country,IRN,Iran (Islamic Republic of),Year,2020,false,Sex,Male,MLE,,,,,,,,,,0.04,,,0.02,,0.23,0.04 [0.02 – 0.23],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,WPR,Western Pacific,Country,MYS,Malaysia,Year,2020,false,Sex,Female,FMLE,,,,,,,,,,0.04,,,0.03,,0.04,0.04 [0.03 – 0.04],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EMR,Eastern Mediterranean,Country,YEM,Yemen,Year,2020,false,Sex,Both sexes,BTSX,,,,,,,,,,0.04,,,0.03,,0.04,0.04 [0.03 – 0.04],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,BGR,Bulgaria,Year,2020,false,Sex,Male,MLE,,,,,,,,,,0.04,,,0.03,,0.05,0.04 [0.03 – 0.05],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,HRV,Croatia,Year,2020,false,Sex,Male,MLE,,,,,,,,,,0.04,,,0.03,,0.05,0.04 [0.03 – 0.05],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,LUX,Luxembourg,Year,2020,false,Sex,Female,FMLE,,,,,,,,,,0.04,,,0.03,,0.05,0.04 [0.03 – 0.05],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,PRT,Portugal,Year,2020,false,Sex,Female,FMLE,,,,,,,,,,0.04,,,0.03,,0.05,0.04 [0.03 – 0.05],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,ROU,Romania,Year,2020,false,Sex,Both sexes,BTSX,,,,,,,,,,0.04,,,0.03,,0.05,0.04 [0.03 – 0.05],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,AMR,Americas,Country,COL,Colombia,Year,2020,false,Sex,Female,FMLE,,,,,,,,,,0.04,,,0.03,,0.06,0.04 [0.03 – 0.06],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,CYP,Cyprus,Year,2020,false,Sex,Both sexes,BTSX,,,,,,,,,,0.04,,,0.03,,0.06,0.04 [0.03 – 0.06],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,DEU,Germany,Year,2020,false,Sex,Male,MLE,,,,,,,,,,0.04,,,0.03,,0.06,0.04 [0.03 – 0.06],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,WPR,Western Pacific,Country,NZL,New Zealand,Year,2020,false,Sex,Male,MLE,,,,,,,,,,0.04,,,0.03,,0.06,0.04 [0.03 – 0.06],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,WPR,Western Pacific,Country,AUS,Australia,Year,2020,false,Sex,Male,MLE,,,,,,,,,,0.04,,,0.04,,0.04,0.04 [0.04 – 0.04],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,WPR,Western Pacific,Country,KHM,Cambodia,Year,2020,false,Sex,Female,FMLE,,,,,,,,,,0.04,,,0.04,,0.04,0.04 [0.04 – 0.04],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,AFR,Africa,Country,DZA,Algeria,Year,2020,false,Sex,Both sexes,BTSX,,,,,,,,,,0.04,,,0.04,,0.05,0.04 [0.04 – 0.05],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,AFR,Africa,Country,DZA,Algeria,Year,2020,false,Sex,Female,FMLE,,,,,,,,,,0.04,,,0.04,,0.05,0.04 [0.04 – 0.05],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,WPR,Western Pacific,Country,VNM,Viet Nam,Year,2020,false,Sex,Female,FMLE,,,,,,,,,,0.04,,,0.04,,0.05,0.04 [0.04 – 0.05],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2020,false,Sex,Male,MLE,,,,,,,,,,0.05,,,0.01,,0.24,0.05 [0.01 – 0.24],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,AFR,Africa,Country,ERI,Eritrea,Year,2020,false,Sex,Male,MLE,,,,,,,,,,0.05,,,0.02,,0.15,0.05 [0.02 – 0.15],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,AMR,Americas,Country,GTM,Guatemala,Year,2020,false,Sex,Female,FMLE,,,,,,,,,,0.05,,,0.03,,0.06,0.05 [0.03 – 0.06],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,ITA,Italy,Year,2020,false,Sex,Male,MLE,,,,,,,,,,0.05,,,0.03,,0.07,0.05 [0.03 – 0.07],,,EN,2022-09-21T22:00:00.000Z
